Id,ProbToYes
1,0.354582137
2,0.558792846
3,0.827993772
4,0.027900002
5,0.551061604
6,0.376725711
7,0.039032613
8,0.932901594
9,0.184902291
10,0.65861674
11,0.538934043
12,0.820725712
13,0.781690306
14,0.362441191
15,0.748864002
16,0.100721303
17,0.693833326
18,0.910060727
19,0.514317451
20,0.977433719
21,0.060828895
22,0.540045347
23,0.596159433
24,0.560495544
25,0.628308297
26,0.69732613
27,0.680066059
28,0.094423032
29,0.687835556
30,0.633556053
31,0.093366279
32,0.507043002
33,0.834364232
34,0.999690178
35,0.878363489
36,0.280874142
37,0.629946038
38,0.609831433
39,0.720572603
40,0.178861117
41,0.390181851
42,0.385761708
43,0.75616394
44,0.154441058
45,0.477064204
46,0.473004094
47,0.379743468
48,0.798213956
49,0.665823104
50,0.47858662
51,0.689444845
52,0.251238843
53,0.554310083
54,0.448580696
55,0.767536022
56,0.813295832
57,0.749387694
58,0.939559439
59,0.682094533
60,0.767364444
61,0.804950309
62,0.104850435
63,0.213178832
64,0.247790185
65,0.591919646
66,0.794355403
67,0.460371602
68,0.567523231
69,0.540791462
70,0.988898551
71,0.612633165
72,0.469715032
73,0.884076424
74,0.769848034
75,0.964980634
76,0.194947012
77,0.859875525
78,0.234609134
79,0.183667121
80,0.423955088
81,0.981267623
82,0.741990546
83,0.865080491
84,0.478679035
85,0.067709695
86,0.10781165
87,0.922125997
88,0.850454451
89,0.78775641
90,0.745526844
91,0.06008159
92,0.30202052
93,0.20458163
94,0.381688831
95,0.278029873
96,0.589605387
97,0.035488598
98,0.607494581
99,0.252464346
100,0.434941316
101,0.120803485
102,0.238922563
103,0.829866855
104,0.864854091
105,0.122426886
106,0.048928607
107,0.31624943
108,0.92582932
109,0.332123032
110,0.883569333
111,0.53720661
112,0.740349399
113,0.820872931
114,0.227766523
115,0.733175156
116,0.549704975
117,0.991252733
118,0.460823867
119,0.327587525
120,0.552687726
121,0.058659329
122,0.011591917
123,0.222249341
124,0.04323311
125,0.630926489
126,0.925613037
127,0.689422596
128,0.24848948
129,0.820768391
130,0.976564943
131,0.683541187
132,0.748239481
133,0.128904748
134,0.4518643
135,0.600776222
136,0.957432909
137,0.837732069
138,0.556773596
139,0.832079619
140,0.909489535
141,0.532182868
142,0.916084375
143,0.519029618
144,0.06599104
145,0.217852293
146,0.841267875
147,0.028783606
148,0.480975894
149,0.979004239
150,0.576605641
151,0.010314998
152,0.110116331
153,0.341197819
154,0.002033247
155,0.956073063
156,0.848710559
157,0.646038824
158,0.08736464
159,0.961840799
160,0.367650821
161,0.759560581
162,0.254835024
163,0.267040586
164,0.78871383
165,0.14000907
166,0.07286654
167,0.634108533
168,0.570319707
169,0.974716182
170,0.091573914
171,0.352397709
172,0.851785323
173,0.364022886
174,0.187002959
175,0.653734955
176,0.25696359
177,0.098048412
178,0.80860861
179,0.447401131
180,0.213977692
181,0.007141003
182,0.226079916
183,0.403580919
184,0.892980406
185,0.510641819
186,0.616086837
187,0.015564162
188,0.347580721
189,0.635163818
190,0.943773512
191,0.102791155
192,0.239734882
193,0.343703631
194,0.215490514
195,0.990403001
196,0.901501981
197,0.984357483
198,0.396490796
199,0.319108192
200,0.582583536
201,0.316153316
202,0.41288389
203,0.959142192
204,0.099804477
205,0.217104508
206,0.767681904
207,0.50896385
208,0.172665089
209,0.577252763
210,0.689421766
211,0.091395984
212,0.249751106
213,0.358767111
214,0.904448752
215,0.677192677
216,0.741986176
217,0.577685779
218,0.195332041
219,0.488948458
220,0.905471586
221,0.622334438
222,0.454158272
223,0.427438755
224,0.61254521
225,0.764995605
226,0.081454933
227,0.23982571
228,0.428983905
229,0.805450694
230,0.90134967
231,0.961517066
232,0.26127698
233,0.713999858
234,0.983114499
235,0.429014756
236,0.597462496
237,0.64643725
238,0.068584739
239,0.299895953
240,0.356938696
241,0.129981105
242,0.225969576
243,0.859204353
244,0.13902617
245,0.217047801
246,0.379285494
247,0.574033713
248,0.012518333
249,0.533091737
250,0.515823344
251,0.706803841
252,0.224741022
253,0.327477237
254,0.631548087
255,0.50671822
256,0.053859023
257,0.134079756
258,0.104926422
259,0.301040524
260,0.46060165
261,0.015673468
262,0.172500197
263,0.16778322
264,0.833955149
265,0.985489966
266,0.358934335
267,0.938380215
268,0.13286959
269,0.806851339
270,0.81977547
271,0.349101952
272,0.20800742
273,0.310783334
274,0.644121599
275,0.31448174
276,0.67854193
277,0.304326096
278,0.207054071
279,0.79591515
280,0.293695443
281,0.606736251
282,0.122991114
283,0.367537017
284,0.64935293
285,0.70378721
286,0.188392322
287,0.804695662
288,0.071272319
289,0.440634242
290,0.171633267
291,0.984522546
292,0.868025202
293,0.978747092
294,0.279688843
295,0.183885937
296,0.612243151
297,0.565622233
298,0.13884361
299,0.052979152
300,0.025559572
301,0.785948718
302,0.171435517
303,0.850311308
304,0.142965545
305,0.312755484
306,0.156849403
307,0.619103081
308,0.168261413
309,0.6518118
310,0.493348352
311,0.801376709
312,0.644707421
313,0.295512229
314,0.383765609
315,0.531229712
316,0.31177139
317,0.317443857
318,0.348392054
319,0.654728647
320,0.903645545
321,0.538989296
322,0.255314855
323,0.283352673
324,0.867545899
325,0.713791939
326,0.121940407
327,0.557503073
328,0.990011173
329,0.942352414
330,0.070331149
331,0.762430379
332,0.596091442
333,0.384200366
334,0.512135515
335,0.346961308
336,0.110727973
337,0.401935454
338,0.37864901
339,0.899621675
340,0.274976992
341,0.394534117
342,0.557774919
343,0.97073163
344,0.923439794
345,0.968316012
346,0.325762575
347,0.820407385
348,0.966986001
349,0.570450754
350,0.095598026
351,0.676442395
352,0.080150934
353,0.13919314
354,0.001706726
355,0.081900195
356,0.358017581
357,0.573387779
358,0.518706536
359,0.648994509
360,0.804882237
361,0.955224835
362,0.064935539
363,0.090432075
364,0.693568214
365,0.748405311
366,0.680709747
367,0.739210981
368,0.68462833
369,0.455658451
370,0.246874958
371,0.297990841
372,0.831512822
373,0.062577402
374,0.720378249
375,0.040655475
376,0.890359159
377,0.43213338
378,0.806105221
379,0.843212161
380,0.390674702
381,0.043777863
382,0.753260058
383,0.62597076
384,0.753762738
385,0.577579937
386,0.51937622
387,0.394831929
388,0.839723896
389,0.086208065
390,0.11847947
391,0.500140325
392,0.608996175
393,0.903749152
394,0.3131853
395,0.928614386
396,0.233258107
397,0.789910426
398,0.602367121
399,0.239602686
400,0.586980935
401,0.106039655
402,0.246791061
403,0.761145105
404,0.4244158
405,0.217925093
406,0.596449757
407,0.082626844
408,0.895839802
409,0.409582482
410,0.175294114
411,0.462365364
412,0.889620871
413,0.202742844
414,0.754777066
415,0.287556106
416,0.598608615
417,0.871472907
418,0.56306075
419,0.162887994
420,0.886134087
421,0.721205986
422,0.875516992
423,0.463666959
424,0.165993283
425,0.931292953
426,0.226455542
427,0.192363591
428,0.80028583
429,0.400248494
430,0.187377331
431,0.823327588
432,0.66180524
433,0.314410308
434,0.635856316
435,0.222498575
436,0.057765996
437,0.71384912
438,0.044458405
439,0.444134094
440,0.706809354
441,0.636341253
442,0.770716542
443,0.967006142
444,0.857956588
445,0.84391081
446,0.194766506
447,0.550878371
448,0.907119366
449,0.671841221
450,0.626311433
451,0.88582746
452,0.394038544
453,0.9300181
454,0.095077324
455,0.510762121
456,0.481144331
457,0.687556156
458,0.217632847
459,0.130528558
460,0.367844103
461,0.536319396
462,0.176348743
463,0.658703035
464,0.771796851
465,0.241077254
466,0.682766981
467,0.142593127
468,0.28589671
469,0.586087486
470,0.264184699
471,0.860039126
472,0.341735294
473,0.070256594
474,0.230268299
475,0.363434497
476,0.438937374
477,0.377212446
478,0.514709613
479,0.482767714
480,0.68448639
481,0.03565864
482,0.119554419
483,0.08545474
484,0.109461327
485,0.23799605
486,0.182773308
487,0.604572544
488,0.579415681
489,0.400262346
490,0.060603566
491,0.701399215
492,0.013338795
493,0.686092042
494,0.950044238
495,0.764015658
496,0.761797205
497,0.049614415
498,0.45150334
499,0.731362528
500,0.541708223
501,0.748986527
502,0.277572128
503,0.54358769
504,0.738726217
505,0.480087285
506,0.98177869
507,0.453751359
508,0.394903412
509,0.468644803
510,0.715088337
511,0.716083948
512,0.10200234
513,0.020794543
514,0.524448222
515,0.571124299
516,0.102577597
517,0.886262333
518,0.792948617
519,0.847533107
520,0.48806364
521,0.300390568
522,0.383575358
523,0.784023075
524,0.382538588
525,0.360610786
526,0.551830747
527,0.437328473
528,0.255548459
529,0.183987844
530,0.259841225
531,0.83614242
532,0.860670144
533,0.160437996
534,0.522607044
535,0.489239423
536,0.396991237
537,0.352472685
538,0.723942321
539,0.568551479
540,0.447234538
541,0.197621483
542,0.648783004
543,0.056261245
544,0.354495609
545,0.428440025
546,0.54807484
547,0.324725204
548,0.918978336
549,0.740757762
550,0.266573729
551,0.969479882
552,0.723875017
553,0.799193294
554,0.999344044
555,0.788273454
556,0.519808383
557,0.081778079
558,0.469460427
559,0.716965619
560,0.752193245
561,0.908324149
562,0.606221365
563,0.231961947
564,0.634776616
565,0.126279172
566,0.005403511
567,0.83185372
568,0.584332226
569,0.26274529
570,0.632075641
571,0.278864944
572,0.536343144
573,0.309472721
574,0.730878754
575,0.73612111
576,0.871061214
577,0.484380905
578,0.676184215
579,0.853946188
580,0.121935528
581,0.278277989
582,0.047715781
583,0.654658742
584,0.602362981
585,0.066333917
586,0.343667582
587,0.389344776
588,0.546460181
589,0.946995985
590,0.834556664
591,0.503275666
592,0.920310867
593,0.931687494
594,0.129093131
595,0.871653047
596,0.019001325
597,0.405507044
598,0.373421376
599,0.455287553
600,0.316457069
601,0.070264132
602,0.641543733
603,0.697620103
604,0.725444338
605,0.063066018
606,0.980148053
607,0.908843505
608,0.1635525
609,0.236062676
610,0.511497407
611,0.675569469
612,0.268804261
613,0.393386808
614,0.604413122
615,0.268825782
616,0.185478899
617,0.463668632
618,0.747063237
619,0.55890414
620,0.703009228
621,0.260179535
622,0.574602173
623,0.545377518
624,0.234196767
625,0.000796764
626,0.70406054
627,0.028194764
628,0.990682004
629,0.581430725
630,0.641364157
631,0.346028143
632,0.173966229
633,0.786919495
634,0.85526446
635,0.526292831
636,0.095109188
637,0.027461518
638,0.287998766
639,0.807675285
640,0.564456682
641,0.340436228
642,0.936779532
643,0.089386592
644,0.799743245
645,0.104747363
646,0.735182608
647,0.602048453
648,0.608284402
649,0.027498246
650,0.044348099
651,0.079414744
652,0.75637594
653,0.378252193
654,0.388709016
655,0.580449819
656,0.358003812
657,0.69233058
658,0.082510791
659,0.027060316
660,0.445103742
661,0.698592529
662,0.985201813
663,0.250971159
664,0.312435714
665,0.957553362
666,0.908795539
667,0.878002808
668,0.036284113
669,0.832467641
670,0.506606216
671,0.60508086
672,0.843529771
673,0.09086582
674,0.327587408
675,0.331489568
676,0.734998449
677,0.953871644
678,0.493353792
679,0.859752018
680,0.645085812
681,0.013208518
682,0.830495495
683,0.576555602
684,0.363528586
685,0.65791834
686,0.053939243
687,0.853838922
688,0.089949171
689,0.07896872
690,0.463250703
691,0.773947241
692,0.892633512
693,0.291292049
694,0.519971716
695,0.623110398
696,0.206094901
697,0.249022611
698,0.030866867
699,0.736185137
700,0.347628521
701,0.738243536
702,0.671313741
703,0.880557
704,0.009190168
705,0.501590928
706,0.675259844
707,0.176440672
708,0.048183565
709,0.950787979
710,0.91620948
711,0.969390062
712,0.98259475
713,0.42797954
714,0.452413591
715,0.073985457
716,0.196856807
717,0.691289381
718,0.747087421
719,0.323128001
720,0.237455989
721,0.565355291
722,0.419683009
723,0.427185051
724,0.962580124
725,0.572631248
726,0.331248197
727,0.097648754
728,0.466436278
729,0.319734166
730,0.370615546
731,0.525594436
732,0.067349172
733,0.132940302
734,0.725210022
735,0.467156215
736,0.542949856
737,0.557812481
738,0.838773255
739,0.514462127
740,0.615210445
741,0.960668904
742,0.156053736
743,0.071250565
744,0.338579123
745,0.104678224
746,0.980491943
747,0.574246408
748,0.759974852
749,0.773123716
750,0.609010482
751,0.295852804
752,0.995503778
753,0.353481621
754,0.729048245
755,0.342122126
756,0.205247236
757,0.503000477
758,0.261121486
759,0.771870963
760,0.023948252
761,0.944635544
762,0.74110555
763,0.516456099
764,0.456606596
765,0.951178036
766,0.876221078
767,0.721146625
768,0.581403772
769,0.40297342
770,0.34727001
771,0.764067493
772,0.863607684
773,0.605987301
774,0.956090308
775,0.100974991
776,0.019478755
777,0.615440308
778,0.075405972
779,0.120596051
780,0.802394787
781,0.025084552
782,0.712200361
783,0.145071547
784,0.966794406
785,0.601380556
786,0.17959948
787,0.17741201
788,0.490083897
789,0.023973761
790,0.380259266
791,0.132214289
792,0.713620829
793,0.103042734
794,0.343690931
795,0.824238045
796,0.235681271
797,0.101277826
798,0.237480079
799,0.311031535
800,0.614012454
801,0.32215091
802,0.737420857
803,0.059521731
804,0.171176908
805,0.227587445
806,0.398008706
807,0.799811575
808,0.617893646
809,0.225458866
810,0.965715743
811,0.032690681
812,0.439675794
813,0.750630477
814,0.381080623
815,0.680644541
816,0.422783692
817,0.233900343
818,0.532001715
819,0.136342287
820,0.147923821
821,0.414955536
822,0.948022378
823,0.933883491
824,0.469698368
825,0.717656252
826,0.203243911
827,0.290709949
828,0.416779651
829,0.318340725
830,0.967790184
831,0.070761928
832,0.07028978
833,0.654732207
834,0.668401497
835,0.532615113
836,0.340940735
837,0.840276427
838,0.388165609
839,0.748988329
840,0.971674515
841,0.640306836
842,0.815166828
843,0.972079046
844,0.678347925
845,0.940296178
846,0.069228451
847,0.149842812
848,0.3517184
849,0.771618072
850,0.434223556
851,0.317900096
852,0.182920413
853,0.243870217
854,0.566328674
855,0.329019814
856,0.906996815
857,0.451387513
858,0.34189889
859,0.667818977
860,0.906977859
861,0.674299145
862,0.949341367
863,0.00658311
864,0.549187378
865,0.558728563
866,0.626896889
867,0.714053569
868,0.131997573
869,0.808785194
870,0.392674024
871,0.72891114
872,0.32428403
873,0.782811243
874,0.293310958
875,0.968116844
876,0.824317946
877,0.103011895
878,0.577698111
879,0.802729237
880,0.107211443
881,0.286881762
882,0.238581308
883,0.172689642
884,0.764446077
885,0.520463492
886,0.175559172
887,0.574517409
888,0.010010883
889,0.870168211
890,0.760015142
891,0.588108001
892,0.361064279
893,0.76056484
894,0.652061558
895,0.084510181
896,0.162775251
897,0.738002385
898,0.261358721
899,0.839814733
900,0.584720882
901,0.203652787
902,0.439504184
903,0.15842537
904,0.475543454
905,0.817330783
906,0.974010642
907,0.649074264
908,0.585749293
909,0.003594757
910,0.905974549
911,0.688810027
912,0.97526942
913,0.366268291
914,0.080921425
915,0.852990194
916,0.634921989
917,0.59157298
918,0.185204157
919,0.023400329
920,0.13963253
921,0.886267681
922,0.637993691
923,0.825293388
924,0.005772001
925,0.991958826
926,0.211351433
927,0.170083689
928,0.003029357
929,0.469562002
930,0.37846125
931,0.694141475
932,0.83408412
933,0.595498235
934,0.344570615
935,0.087369973
936,0.834754463
937,0.550836631
938,0.82948067
939,0.920327621
940,0.381701444
941,0.096760639
942,0.684229229
943,0.034577106
944,0.905704297
945,0.261410298
946,0.658999354
947,0.011644034
948,0.287185087
949,0.168805119
950,0.540783236
951,0.34964736
952,0.423627662
953,0.972738375
954,0.49290987
955,0.20074605
956,0.932344355
957,0.01310572
958,0.169165706
959,0.348731987
960,0.084178548
961,0.528886657
962,0.097835229
963,0.933778884
964,0.752044515
965,0.743226658
966,0.409864008
967,0.347844738
968,0.583151032
969,0.130660579
970,0.628670555
971,0.633765956
972,0.767029754
973,0.250882405
974,0.342223711
975,0.077632525
976,0.120776359
977,0.253343318
978,0.436160575
979,0.708006436
980,0.221964444
981,0.751759383
982,0.899726364
983,0.327417062
984,0.914167627
985,0.496437094
986,0.913481284
987,0.197750253
988,0.946117976
989,0.459999072
990,0.721630555
991,0.317257176
992,0.626125847
993,0.102944506
994,0.850634808
995,0.511970779
996,0.637250645
997,0.362441294
998,0.964847159
999,0.383659291
1000,0.000280374
1001,0.931274818
1002,0.406688984
1003,0.417975327
1004,0.311358521
1005,0.107480593
1006,0.351185221
1007,0.136277415
1008,0.885593242
1009,0.566735715
1010,0.007584047
1011,0.975651653
1012,0.067738488
1013,0.081875563
1014,0.070454623
1015,0.256940829
1016,0.178591354
1017,0.553342388
1018,0.614724265
1019,0.129022347
1020,0.737557655
1021,0.832749925
1022,0.150933745
1023,0.469584486
1024,0.116655743
1025,0.090027669
1026,0.428076657
1027,0.090405002
1028,0.160059771
1029,0.704792542
1030,0.691846216
1031,0.049226301
1032,0.924379776
1033,0.903786006
1034,0.586925274
1035,0.468306441
1036,0.663330984
1037,0.384673949
1038,0.349603623
1039,0.296685051
1040,0.077527635
1041,0.961692903
1042,0.931243383
1043,0.920392129
1044,0.159652096
1045,0.389123356
1046,0.484822371
1047,0.526403533
1048,0.658096561
1049,0.685090222
1050,0.304753107
1051,0.884626063
1052,0.49549514
1053,0.520416302
1054,0.909068109
1055,0.5465564
1056,0.589993995
1057,0.892897259
1058,0.659085204
1059,0.141958321
1060,0.069942099
1061,0.463032607
1062,0.3723232
1063,0.072428185
1064,0.580348537
1065,0.051476788
1066,0.896968857
1067,0.295536419
1068,0.785689149
1069,0.757385832
1070,0.521335376
1071,0.246506014
1072,0.217301189
1073,0.255678062
1074,0.797633437
1075,0.317109805
1076,0.433904574
1077,0.477301042
1078,0.447552378
1079,0.07706376
1080,0.387931717
1081,0.758683006
1082,0.802432215
1083,0.076045167
1084,0.233220359
1085,0.112209038
1086,0.758283284
1087,0.037236498
1088,0.860524463
1089,0.765447547
1090,0.595027678
1091,0.105701799
1092,0.245842231
1093,0.651443413
1094,0.675741655
1095,0.423708454
1096,0.648743185
1097,0.578772944
1098,0.115855381
1099,0.879581329
1100,0.58003055
1101,0.348382834
1102,0.492163467
1103,0.275096525
1104,0.311710799
1105,0.732430623
1106,0.511208584
1107,0.101321087
1108,0.969241651
1109,0.524026533
1110,0.964957
1111,0.746743519
1112,0.800638893
1113,0.752391328
1114,0.197205146
1115,0.079013671
1116,0.824800243
1117,0.81526478
1118,0.001206614
1119,0.67551334
1120,0.191093917
1121,0.646683302
1122,0.639634793
1123,0.770743136
